Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,3,12/25/2013,0,0,0,0,c,1
1,2,12/24/2013,3204,385,1,0,0,1
1,1,12/23/2013,9528,1130,1,0,0,1
1,7,12/22/2013,0,0,0,0,0,0
1,6,12/21/2013,8043,927,1,0,0,0
1,5,12/20/2013,8414,895,1,1,0,0
1,4,12/19/2013,6788,782,1,1,0,0
1,3,12/18/2013,7821,828,1,1,0,0
1,2,12/17/2013,7356,808,1,1,0,0
1,1,12/16/2013,8277,825,1,1,0,0
1,7,12/15/2013,0,0,0,0,0,0
1,6,12/14/2013,6119,743,1,0,0,0
1,5,12/13/2013,4703,594,1,0,0,0
1,4,12/12/2013,4074,558,1,0,0,0
1,3,12/11/2013,4301,543,1,0,0,0
1,2,12/10/2013,4228,581,1,0,0,0
1,1,12/9/2013,4462,576,1,0,0,0
1,7,12/8/2013,0,0,0,0,0,0
1,6,12/7/2013,5799,723,1,0,0,0
1,5,12/6/2013,6112,673,1,1,0,0
1,4,12/5/2013,5691,685,1,1,0,0
1,3,12/4/2013,5688,627,1,1,0,0
1,2,12/3/2013,6293,658,1,1,0,0
1,1,12/2/2013,6943,754,1,1,0,0
1,7,12/1/2013,0,0,0,0,0,0
1,6,11/30/2013,6373,730,1,0,0,0
1,5,11/29/2013,5623,665,1,0,0,0
1,4,11/28/2013,4614,585,1,0,0,0
1,3,11/27/2013,4561,530,1,0,0,0
1,2,11/26/2013,4201,524,1,0,0,0
1,1,11/25/2013,4600,575,1,0,0,0
1,7,11/24/2013,0,0,0,0,0,0
1,6,11/23/2013,5297,614,1,0,0,0
1,5,11/22/2013,5058,581,1,1,0,0
1,4,11/21/2013,4623,545,1,1,0,0
1,3,11/20/2013,4936,586,1,1,0,0
1,2,11/19/2013,5143,583,1,1,0,0
1,1,11/18/2013,5927,681,1,1,0,0
1,7,11/17/2013,0,0,0,0,0,0
1,6,11/16/2013,5071,616,1,0,0,0
1,5,11/15/2013,4016,504,1,0,0,0
1,4,11/14/2013,3795,502,1,0,0,0
1,3,11/13/2013,3310,464,1,0,0,0
1,2,11/12/2013,4017,507,1,0,0,0
1,1,11/11/2013,4014,519,1,0,0,0
1,7,11/10/2013,0,0,0,0,0,0
1,6,11/9/2013,4681,582,1,0,0,0
1,5,11/8/2013,5242,583,1,1,0,0
1,4,11/7/2013,5009,575,1,1,0,0
1,3,11/6/2013,5572,611,1,1,0,0
1,2,11/5/2013,5348,628,1,1,0,0
1,1,11/4/2013,5861,620,1,1,0,0
1,7,11/3/2013,0,0,0,0,0,0
1,6,11/2/2013,5233,653,1,0,0,0
1,5,11/1/2013,5471,707,1,0,0,0
1,4,10/31/2013,4035,514,1,0,0,0
1,3,10/30/2013,4119,496,1,0,0,0
1,2,10/29/2013,3737,479,1,0,0,0
1,1,10/28/2013,3557,494,1,0,0,0
1,7,10/27/2013,0,0,0,0,0,0
1,6,10/26/2013,4347,535,1,0,0,0
1,5,10/25/2013,4573,576,1,1,0,1
1,4,10/24/2013,4044,498,1,1,0,1
1,3,10/23/2013,4612,505,1,1,0,1
1,2,10/22/2013,4068,504,1,1,0,1
1,1,10/21/2013,5055,571,1,1,0,1
1,7,10/20/2013,0,0,0,0,0,1
1,6,10/19/2013,3667,479,1,0,0,1
1,5,10/18/2013,3566,490,1,0,0,1
1,4,10/17/2013,3223,446,1,0,0,1
1,3,10/16/2013,3383,452,1,0,0,1
1,2,10/15/2013,3355,457,1,0,0,1
1,1,10/14/2013,3773,478,1,0,0,1
1,7,10/13/2013,0,0,0,0,0,0
1,6,10/12/2013,4954,608,1,0,0,0
1,5,10/11/2013,5896,670,1,1,0,0
1,4,10/10/2013,5286,596,1,1,0,0
1,3,10/9/2013,4957,596,1,1,0,0
1,2,10/8/2013,5452,592,1,1,0,0
1,1,10/7/2013,6004,626,1,1,0,0
1,7,10/6/2013,0,0,0,0,0,0
1,6,10/5/2013,5352,662,1,0,0,0
1,5,10/4/2013,5447,619,1,0,0,0
1,4,10/3/2013,0,0,0,0,a,0
1,3,10/2/2013,4001,509,1,0,0,0
1,2,10/1/2013,4178,508,1,0,0,0
1,1,9/30/2013,4088,516,1,0,0,0
1,7,9/29/2013,0,0,0,0,0,0
1,6,9/28/2013,4175,538,1,0,0,0
1,5,9/27/2013,4669,548,1,1,0,0
1,4,9/26/2013,4481,537,1,1,0,0
1,3,9/25/2013,4212,500,1,1,0,0
1,2,9/24/2013,4274,492,1,1,0,0
1,1,9/23/2013,4770,542,1,1,0,0
1,7,9/22/2013,0,0,0,0,0,0
1,6,9/21/2013,3909,522,1,0,0,0
1,5,9/20/2013,3516,494,1,0,0,0
1,4,9/19/2013,3717,469,1,0,0,0
1,3,9/18/2013,3946,507,1,0,0,0
1,2,9/17/2013,3685,502,1,0,0,0
1,1,9/16/2013,4249,568,1,0,0,0
1,7,9/15/2013,0,0,0,0,0,0
1,6,9/14/2013,4663,619,1,0,0,0
1,5,9/13/2013,5187,559,1,1,0,0
1,4,9/12/2013,5079,586,1,1,0,0
1,3,9/11/2013,5103,580,1,1,0,0
1,2,9/10/2013,5403,599,1,1,0,0
1,1,9/9/2013,5893,601,1,1,0,0
1,7,9/8/2013,0,0,0,0,0,0
1,6,9/7/2013,4663,555,1,0,0,0
1,5,9/6/2013,3836,466,1,0,0,0
1,4,9/5/2013,3883,465,1,0,0,0
1,3,9/4/2013,3343,444,1,0,0,0
1,2,9/3/2013,3928,507,1,0,0,0
1,1,9/2/2013,4195,496,1,0,0,0
1,7,9/1/2013,0,0,0,0,0,0
1,6,8/31/2013,5317,598,1,0,0,0
1,5,8/30/2013,5469,612,1,1,0,0
1,4,8/29/2013,4804,534,1,1,0,0
1,3,8/28/2013,4583,507,1,1,0,0
1,2,8/27/2013,5156,556,1,1,0,0
1,1,8/26/2013,5482,613,1,1,0,0
1,7,8/25/2013,0,0,0,0,0,0
1,6,8/24/2013,4752,601,1,0,0,0
1,5,8/23/2013,3493,445,1,0,0,0
1,4,8/22/2013,3703,498,1,0,0,0
1,3,8/21/2013,3096,441,1,0,0,0
1,2,8/20/2013,3492,475,1,0,0,0
1,1,8/19/2013,3954,513,1,0,0,0
1,7,8/18/2013,0,0,0,0,0,0
1,6,8/17/2013,4078,503,1,0,0,0
1,5,8/16/2013,4552,527,1,1,0,1
1,4,8/15/2013,4575,538,1,1,0,1
1,3,8/14/2013,4724,574,1,1,0,1
1,2,8/13/2013,5299,573,1,1,0,1
1,1,8/12/2013,5326,600,1,1,0,1
1,7,8/11/2013,0,0,0,0,0,1
1,6,8/10/2013,3768,457,1,0,0,1
1,5,8/9/2013,3257,418,1,0,0,1
1,4,8/8/2013,3680,466,1,0,0,1
1,3,8/7/2013,4143,512,1,0,0,1
1,2,8/6/2013,3582,477,1,0,0,1
1,1,8/5/2013,4086,522,1,0,0,1
1,7,8/4/2013,0,0,0,0,0,1
1,6,8/3/2013,4461,553,1,0,0,1
1,5,8/2/2013,4494,562,1,1,0,1
1,4,8/1/2013,4994,555,1,1,0,1
1,3,7/31/2013,5572,624,1,1,0,1
1,2,7/30/2013,5773,630,1,1,0,1
1,1,7/29/2013,6290,630,1,1,0,1
1,7,7/28/2013,0,0,0,0,0,1
1,6,7/27/2013,3352,456,1,0,0,1
1,5,7/26/2013,4221,516,1,0,0,1
1,4,7/25/2013,3502,451,1,0,0,1
1,3,7/24/2013,3849,453,1,0,0,1
1,2,7/23/2013,3937,497,1,0,0,1
1,1,7/22/2013,4149,493,1,0,0,1
1,7,7/21/2013,0,0,0,0,0,1
1,6,7/20/2013,4421,544,1,0,0,1
1,5,7/19/2013,4275,495,1,1,0,1
1,4,7/18/2013,4904,533,1,1,0,1
1,3,7/17/2013,4946,544,1,1,0,1
1,2,7/16/2013,5643,582,1,1,0,1
1,1,7/15/2013,6377,657,1,1,0,1
1,7,7/14/2013,0,0,0,0,0,1
1,6,7/13/2013,4015,490,1,0,0,1
1,5,7/12/2013,4134,514,1,0,0,1
1,4,7/11/2013,4053,486,1,0,0,1
1,3,7/10/2013,3963,496,1,0,0,1
1,2,7/9/2013,4047,503,1,0,0,1
1,1,7/8/2013,4475,523,1,0,0,1
1,7,7/7/2013,0,0,0,0,0,1
1,6,7/6/2013,4090,498,1,0,0,1
1,5,7/5/2013,4986,603,1,1,0,0
1,4,7/4/2013,5701,634,1,1,0,0
1,3,7/3/2013,5875,634,1,1,0,0
1,2,7/2/2013,5868,614,1,1,0,0
1,1,7/1/2013,5614,614,1,1,0,0
1,7,6/30/2013,0,0,0,0,0,0
1,6,6/29/2013,5804,671,1,0,0,0
1,5,6/28/2013,4407,568,1,0,0,0
1,4,6/27/2013,3593,464,1,0,0,0
1,3,6/26/2013,3827,508,1,0,0,0
1,2,6/25/2013,4536,528,1,0,0,0
1,1,6/24/2013,3549,494,1,0,0,0
1,7,6/23/2013,0,0,0,0,0,0
1,6,6/22/2013,4341,512,1,0,0,0
1,5,6/21/2013,5173,542,1,1,0,0
1,4,6/20/2013,5011,539,1,1,0,0
1,3,6/19/2013,4180,517,1,1,0,0
1,2,6/18/2013,4633,554,1,1,0,0
1,1,6/17/2013,5337,585,1,1,0,0
1,7,6/16/2013,0,0,0,0,0,0
1,6,6/15/2013,4766,567,1,0,0,0
1,5,6/14/2013,4150,529,1,0,0,0
1,4,6/13/2013,3661,461,1,0,0,0
1,3,6/12/2013,3563,476,1,0,0,0
1,2,6/11/2013,3784,500,1,0,0,0
1,1,6/10/2013,4291,531,1,0,0,0
1,7,6/9/2013,0,0,0,0,0,0
1,6,6/8/2013,4262,511,1,0,0,0
1,5,6/7/2013,4315,541,1,1,0,0
1,4,6/6/2013,4881,555,1,1,0,0
1,3,6/5/2013,5012,575,1,1,0,0
1,2,6/4/2013,5220,558,1,1,0,0
1,1,6/3/2013,5422,619,1,1,0,0
1,7,6/2/2013,0,0,0,0,0,0
1,6,6/1/2013,5693,662,1,0,0,0
1,5,5/31/2013,7893,795,1,1,0,0
1,4,5/30/2013,0,0,0,1,a,0
1,3,5/29/2013,5784,641,1,1,0,0
1,2,5/28/2013,4995,555,1,1,0,0
1,1,5/27/2013,5519,606,1,1,0,0
1,7,5/26/2013,0,0,0,0,0,0
1,6,5/25/2013,4408,538,1,0,0,0
1,5,5/24/2013,4232,534,1,0,0,0
1,4,5/23/2013,4030,536,1,0,0,0
1,3,5/22/2013,3559,507,1,0,0,0
1,2,5/21/2013,4789,602,1,0,0,0
1,1,5/20/2013,0,0,0,0,a,0
1,7,5/19/2013,0,0,0,0,0,0
1,6,5/18/2013,4413,535,1,0,0,0
1,5,5/17/2013,4856,597,1,1,0,0
1,4,5/16/2013,4448,544,1,1,0,0
1,3,5/15/2013,4790,576,1,1,0,0
1,2,5/14/2013,5083,574,1,1,0,0
1,1,5/13/2013,6106,660,1,1,0,0
1,7,5/12/2013,0,0,0,0,0,0
1,6,5/11/2013,5064,640,1,0,0,0
1,5,5/10/2013,5409,644,1,0,0,0
1,4,5/9/2013,0,0,0,0,a,0
1,3,5/8/2013,5230,631,1,0,0,0
1,2,5/7/2013,4624,540,1,0,0,0
1,1,5/6/2013,4568,562,1,0,0,0
1,7,5/5/2013,0,0,0,0,0,0
1,6,5/4/2013,5912,813,1,0,0,0
1,5,5/3/2013,6027,658,1,1,0,0
1,4,5/2/2013,6486,677,1,1,0,0
1,3,5/1/2013,0,0,0,1,a,0
1,2,4/30/2013,5925,665,1,1,0,0
1,1,4/29/2013,5821,641,1,1,0,0
1,7,4/28/2013,0,0,0,0,0,0
1,6,4/27/2013,5726,650,1,0,0,0
1,5,4/26/2013,4841,572,1,1,0,0
1,4,4/25/2013,3939,532,1,1,0,0
1,3,4/24/2013,4309,512,1,1,0,0
1,2,4/23/2013,4492,560,1,1,0,0
1,1,4/22/2013,5672,623,1,1,0,0
1,7,4/21/2013,0,0,0,0,0,0
1,6,4/20/2013,4350,546,1,0,0,0
1,5,4/19/2013,4303,526,1,0,0,0
1,4,4/18/2013,2952,432,1,0,0,0
1,3,4/17/2013,3649,500,1,0,0,0
1,2,4/16/2013,3357,453,1,0,0,0
1,1,4/15/2013,3941,526,1,0,0,0
1,7,4/14/2013,0,0,0,0,0,0
1,6,4/13/2013,4773,608,1,0,0,0
1,5,4/12/2013,5263,614,1,1,0,0
1,4,4/11/2013,4366,541,1,1,0,0
1,3,4/10/2013,4903,575,1,1,0,0
1,2,4/9/2013,5514,594,1,1,0,0
1,1,4/8/2013,6046,695,1,1,0,0
1,7,4/7/2013,0,0,0,0,0,0
1,6,4/6/2013,5075,657,1,0,0,0
1,5,4/5/2013,4390,571,1,0,0,1
1,4,4/4/2013,4293,566,1,0,0,1
1,3,4/3/2013,4625,594,1,0,0,1
1,2,4/2/2013,5484,629,1,0,0,1
1,1,4/1/2013,0,0,0,0,b,1
1,7,3/31/2013,0,0,0,0,0,0
1,6,3/30/2013,7132,773,1,0,0,0
1,5,3/29/2013,0,0,0,1,b,1
1,4,3/28/2013,7285,902,1,1,0,1
1,3,3/27/2013,6660,779,1,1,0,1
1,2,3/26/2013,6686,747,1,1,0,1
1,1,3/25/2013,6729,777,1,1,0,1
1,7,3/24/2013,0,0,0,0,0,0
1,6,3/23/2013,5603,682,1,0,0,0
1,5,3/22/2013,5506,694,1,1,0,0
1,4,3/21/2013,5179,662,1,1,0,0
1,3,3/20/2013,5598,688,1,1,0,0
1,2,3/19/2013,6563,719,1,1,0,0
1,1,3/18/2013,7072,778,1,1,0,0
1,7,3/17/2013,0,0,0,0,0,0
1,6,3/16/2013,5003,680,1,0,0,0
1,5,3/15/2013,4925,677,1,0,0,0
1,4,3/14/2013,5108,660,1,0,0,0
1,3,3/13/2013,4341,622,1,0,0,0
1,2,3/12/2013,3853,491,1,0,0,0
1,1,3/11/2013,4949,618,1,0,0,0
1,7,3/10/2013,0,0,0,0,0,0
1,6,3/9/2013,5578,734,1,0,0,0
1,5,3/8/2013,5853,694,1,1,0,0
1,4,3/7/2013,5637,702,1,1,0,0
1,3,3/6/2013,5973,678,1,1,0,0
1,2,3/5/2013,6300,715,1,1,0,0
1,1,3/4/2013,7675,840,1,1,0,0
1,7,3/3/2013,0,0,0,0,0,0
1,6,3/2/2013,5350,678,1,0,0,0
1,5,3/1/2013,4611,584,1,0,0,0
1,4,2/28/2013,4676,581,1,0,0,0
1,3,2/27/2013,4558,579,1,0,0,0
1,2,2/26/2013,3794,525,1,0,0,0
1,1,2/25/2013,4038,534,1,0,0,0
1,7,2/24/2013,0,0,0,0,0,0
1,6,2/23/2013,5237,650,1,0,0,0
1,5,2/22/2013,5000,599,1,1,0,0
1,4,2/21/2013,5261,629,1,1,0,0
1,3,2/20/2013,5660,684,1,1,0,0
1,2,2/19/2013,5386,608,1,1,0,0
1,1,2/18/2013,6407,710,1,1,0,0
1,7,2/17/2013,0,0,0,0,0,0
1,6,2/16/2013,6154,682,1,0,0,0
1,5,2/15/2013,4809,607,1,0,0,0
1,4,2/14/2013,4241,573,1,0,0,0
1,3,2/13/2013,4252,604,1,0,0,0
1,2,2/12/2013,4015,572,1,0,0,0
1,1,2/11/2013,4409,599,1,0,0,0
1,7,2/10/2013,0,0,0,0,0,0
1,6,2/9/2013,5370,656,1,0,0,0
1,5,2/8/2013,5681,630,1,1,0,0
1,4,2/7/2013,5499,675,1,1,0,0
1,3,2/6/2013,6140,693,1,1,0,0
1,2,2/5/2013,6049,678,1,1,0,0
1,1,2/4/2013,7032,762,1,1,0,0
1,7,2/3/2013,0,0,0,0,0,0
1,6,2/2/2013,5970,701,1,0,0,0
1,5,2/1/2013,5633,658,1,0,0,0
1,4,1/31/2013,4709,571,1,0,0,0
1,3,1/30/2013,4601,560,1,0,0,0
1,2,1/29/2013,3725,522,1,0,0,0
1,1,1/28/2013,4055,549,1,0,0,0
1,7,1/27/2013,0,0,0,0,0,0
1,6,1/26/2013,5598,640,1,0,0,0
1,5,1/25/2013,5586,676,1,1,0,0
1,4,1/24/2013,5195,645,1,1,0,0
1,3,1/23/2013,5578,627,1,1,0,0
1,2,1/22/2013,5720,667,1,1,0,0
1,1,1/21/2013,5394,607,1,1,0,0
1,7,1/20/2013,0,0,0,0,0,0
1,6,1/19/2013,5182,688,1,0,0,0
1,5,1/18/2013,4127,568,1,0,0,0
1,4,1/17/2013,4044,503,1,0,0,0
1,3,1/16/2013,4008,530,1,0,0,0
1,2,1/15/2013,3900,512,1,0,0,0
1,1,1/14/2013,4717,616,1,0,0,0
1,7,1/13/2013,0,0,0,0,0,0
1,6,1/12/2013,4952,646,1,0,0,0
1,5,1/11/2013,4881,592,1,1,0,1
1,4,1/10/2013,4892,615,1,1,0,1
1,3,1/9/2013,5471,626,1,1,0,1
1,2,1/8/2013,5580,654,1,1,0,1
1,1,1/7/2013,7176,785,1,1,0,1
1,7,1/6/2013,0,0,0,0,0,1
1,6,1/5/2013,4997,635,1,0,0,1
1,5,1/4/2013,4486,619,1,0,0,1
1,4,1/3/2013,4327,578,1,0,0,1
1,3,1/2/2013,5530,668,1,0,0,1
1,2,1/1/2013,0,0,0,0,a,1
2,5,7/31/2015,6064,625,1,1,0,1
2,4,7/30/2015,5567,601,1,1,0,1
2,3,7/29/2015,6402,727,1,1,0,1
2,2,7/28/2015,5671,646,1,1,0,1
2,1,7/27/2015,6627,638,1,1,0,1
2,7,7/26/2015,0,0,0,0,0,0
2,6,7/25/2015,2512,316,1,0,0,0
2,5,7/24/2015,3854,468,1,0,0,1
2,4,7/23/2015,4108,521,1,0,0,1
2,3,7/22/2015,5093,650,1,0,0,1
2,2,7/21/2015,3836,532,1,0,0,1
2,1,7/20/2015,4435,564,1,0,0,1
2,7,7/19/2015,0,0,0,0,0,0
2,6,7/18/2015,3417,359,1,0,0,0
2,5,7/17/2015,4518,495,1,1,0,1
2,4,7/16/2015,5062,544,1,1,0,1
2,3,7/15/2015,6406,780,1,1,0,1
2,2,7/14/2015,6122,645,1,1,0,1
2,1,7/13/2015,6874,687,1,1,0,1
2,7,7/12/2015,0,0,0,0,0,0
2,6,7/11/2015,2677,311,1,0,0,0
2,5,7/10/2015,4384,539,1,0,0,0
2,4,7/9/2015,4082,495,1,0,0,0
2,3,7/8/2015,5676,693,1,0,0,0
2,2,7/7/2015,4313,531,1,0,0,0
2,1,7/6/2015,4132,523,1,0,0,0
2,7,7/5/2015,0,0,0,0,0,0
2,6,7/4/2015,4475,1147,1,0,0,0
2,5,7/3/2015,4838,1029,1,1,0,0
2,4,7/2/2015,6189,921,1,1,0,0
2,3,7/1/2015,6431,786,1,1,0,0
2,2,6/30/2015,9863,877,1,1,0,0
2,1,6/29/2015,7961,734,1,1,0,0
2,7,6/28/2015,0,0,0,0,0,0
2,6,6/27/2015,2404,303,1,0,0,0
2,5,6/26/2015,3953,476,1,0,0,0
2,4,6/25/2015,4022,508,1,0,0,0
2,3,6/24/2015,4805,654,1,0,0,0
2,2,6/23/2015,4094,512,1,0,0,0
2,1,6/22/2015,4123,491,1,0,0,0
2,7,6/21/2015,0,0,0,0,0,0
2,6,6/20/2015,3020,323,1,0,0,0
2,5,6/19/2015,4926,544,1,1,0,0
2,4,6/18/2015,5154,594,1,1,0,0
2,3,6/17/2015,6924,805,1,1,0,0
2,2,6/16/2015,6243,648,1,1,0,0
2,1,6/15/2015,8106,762,1,1,0,0
2,7,6/14/2015,0,0,0,0,0,0
2,6,6/13/2015,2574,319,1,0,0,0
2,5,6/12/2015,3539,480,1,0,0,0
2,4,6/11/2015,4240,515,1,0,0,0
2,3,6/10/2015,5035,680,1,0,0,0
2,2,6/9/2015,4097,560,1,0,0,0
2,1,6/8/2015,3918,501,1,0,0,0
2,7,6/7/2015,0,0,0,0,0,0
2,6,6/6/2015,2641,319,1,0,0,0
2,5,6/5/2015,4938,532,1,1,0,0
2,4,6/4/2015,5810,646,1,1,0,0
2,3,6/3/2015,6682,768,1,1,0,0
2,2,6/2/2015,7099,697,1,1,0,0
2,1,6/1/2015,6629,673,1,1,0,0
2,7,5/31/2015,0,0,0,0,0,0
2,6,5/30/2015,3447,513,1,0,0,0
2,5,5/29/2015,4541,576,1,0,0,0
2,4,5/28/2015,4049,518,1,0,0,0
2,3,5/27/2015,5093,672,1,0,0,0
2,2,5/26/2015,4708,564,1,0,0,0
2,1,5/25/2015,0,0,0,0,a,0
2,7,5/24/2015,0,0,0,0,0,0
2,6,5/23/2015,2732,331,1,0,0,0
2,5,5/22/2015,4564,504,1,1,0,0
2,4,5/21/2015,5431,609,1,1,0,0
2,3,5/20/2015,6696,794,1,1,0,0
2,2,5/19/2015,6388,631,1,1,0,0
2,1,5/18/2015,8078,747,1,1,0,0
2,7,5/17/2015,0,0,0,0,0,0
2,6,5/16/2015,2831,337,1,0,0,0
2,5,5/15/2015,5293,592,1,0,0,1
2,4,5/14/2015,0,0,0,0,a,0
2,3,5/13/2015,5662,734,1,0,0,0
2,2,5/12/2015,4319,541,1,0,0,0
2,1,5/11/2015,4521,544,1,0,0,0
2,7,5/10/2015,0,0,0,0,0,0
2,6,5/9/2015,2722,348,1,0,0,0
2,5,5/8/2015,5734,753,1,1,0,0
2,4,5/7/2015,5382,597,1,1,0,0
2,3,5/6/2015,6558,780,1,1,0,0
2,2,5/5/2015,6295,653,1,1,0,0
2,1,5/4/2015,6901,681,1,1,0,0
2,7,5/3/2015,0,0,0,0,0,0
2,6,5/2/2015,3590,423,1,0,0,0
2,5,5/1/2015,0,0,0,1,a,0
2,4,4/30/2015,6884,716,1,1,0,0
2,3,4/29/2015,6764,756,1,1,0,0
2,2,4/28/2015,6861,678,1,1,0,0
2,1,4/27/2015,6523,647,1,1,0,0
2,7,4/26/2015,0,0,0,0,0,0
2,6,4/25/2015,2916,453,1,0,0,0
2,5,4/24/2015,3678,482,1,0,0,0
2,4,4/23/2015,3588,482,1,0,0,0
2,3,4/22/2015,5032,641,1,0,0,0
2,2,4/21/2015,3291,469,1,0,0,0
2,1,4/20/2015,4184,511,1,0,0,0
2,7,4/19/2015,0,0,0,0,0,0
2,6,4/18/2015,3066,340,1,0,0,0
2,5,4/17/2015,4948,549,1,1,0,0
2,4,4/16/2015,5371,590,1,1,0,0
2,3,4/15/2015,7132,850,1,1,0,0
2,2,4/14/2015,6569,703,1,1,0,0
2,1,4/13/2015,6947,698,1,1,0,0
2,7,4/12/2015,0,0,0,0,0,0
2,6,4/11/2015,2662,319,1,0,0,0
2,5,4/10/2015,3824,488,1,0,0,1
2,4,4/9/2015,3793,501,1,0,0,1
2,3,4/8/2015,5304,677,1,0,0,1
2,2,4/7/2015,4588,582,1,0,0,1
2,1,4/6/2015,0,0,0,0,b,1
2,7,4/5/2015,0,0,0,0,0,0
2,6,4/4/2015,4446,506,1,0,0,0
2,5,4/3/2015,0,0,0,1,b,1
2,4,4/2/2015,6168,619,1,1,0,1
2,3,4/1/2015,6473,756,1,1,0,1
2,2,3/31/2015,10107,850,1,1,0,1
2,1,3/30/2015,8733,777,1,1,0,1
2,7,3/29/2015,0,0,0,0,0,0
2,6,3/28/2015,3011,355,1,0,0,0
2,5,3/27/2015,3800,458,1,0,0,0
2,4,3/26/2015,3912,486,1,0,0,0
2,3,3/25/2015,5150,684,1,0,0,0
2,2,3/24/2015,4436,523,1,0,0,0
2,1,3/23/2015,4183,516,1,0,0,0
2,7,3/22/2015,0,0,0,0,0,0
2,6,3/21/2015,2922,367,1,0,0,0
2,5,3/20/2015,4759,532,1,1,0,0
2,4,3/19/2015,5737,622,1,1,0,0
2,3,3/18/2015,7034,786,1,1,0,0
2,2,3/17/2015,6457,666,1,1,0,0
2,1,3/16/2015,7209,734,1,1,0,0
2,7,3/15/2015,0,0,0,0,0,0
2,6,3/14/2015,2803,343,1,0,0,0
2,5,3/13/2015,3430,442,1,0,0,0
2,4,3/12/2015,4065,514,1,0,0,0
2,3,3/11/2015,4949,668,1,0,0,0
2,2,3/10/2015,4095,512,1,0,0,0
2,1,3/9/2015,3967,532,1,0,0,0
2,7,3/8/2015,0,0,0,0,0,0
2,6,3/7/2015,3211,367,1,0,0,0
2,5,3/6/2015,4823,550,1,1,0,0
2,4,3/5/2015,5532,634,1,1,0,0
2,3,3/4/2015,6478,764,1,1,0,0
2,2,3/3/2015,6610,697,1,1,0,0
2,1,3/2/2015,7161,739,1,1,0,0
2,7,3/1/2015,0,0,0,0,0,0
2,6,2/28/2015,3032,378,1,0,0,0
2,5,2/27/2015,4022,517,1,0,0,0
2,4,2/26/2015,4035,509,1,0,0,0
2,3,2/25/2015,4666,653,1,0,0,0
2,2,2/24/2015,3755,498,1,0,0,0
2,1,2/23/2015,3633,481,1,0,0,0
2,7,2/22/2015,0,0,0,0,0,0
2,6,2/21/2015,3005,355,1,0,0,0
2,5,2/20/2015,4727,544,1,1,0,0
2,4,2/19/2015,5842,627,1,1,0,0
2,3,2/18/2015,6178,758,1,1,0,0
2,2,2/17/2015,6113,623,1,1,0,0
2,1,2/16/2015,7478,703,1,1,0,0
2,7,2/15/2015,0,0,0,0,0,0
2,6,2/14/2015,2809,351,1,0,0,0
2,5,2/13/2015,3647,499,1,0,0,0
2,4,2/12/2015,3765,485,1,0,0,0
2,3,2/11/2015,4773,641,1,0,0,0
2,2,2/10/2015,4653,567,1,0,0,0
2,1,2/9/2015,3678,491,1,0,0,0
2,7,2/8/2015,0,0,0,0,0,0
2,6,2/7/2015,2335,306,1,0,0,0
2,5,2/6/2015,5260,550,1,1,0,1
2,4,2/5/2015,5275,603,1,1,0,1
2,3,2/4/2015,6405,721,1,1,0,1
2,2,2/3/2015,6837,684,1,1,0,1
2,1,2/2/2015,8155,808,1,1,0,1
2,7,2/1/2015,0,0,0,0,0,0
2,6,1/31/2015,3067,323,1,0,0,0
2,5,1/30/2015,5919,624,1,1,0,0
2,4,1/29/2015,4775,539,1,1,0,0
2,3,1/28/2015,6032,720,1,1,0,0
2,2,1/27/2015,5258,575,1,1,0,0
2,1,1/26/2015,5931,638,1,1,0,0
2,7,1/25/2015,0,0,0,0,0,0
2,6,1/24/2015,2575,326,1,0,0,0
2,5,1/23/2015,3206,418,1,0,0,0
2,4,1/22/2015,3728,484,1,0,0,0
2,3,1/21/2015,4524,606,1,0,0,0
2,2,1/20/2015,3955,491,1,0,0,0
2,1,1/19/2015,4082,528,1,0,0,0
2,7,1/18/2015,0,0,0,0,0,0
2,6,1/17/2015,2883,340,1,0,0,0
2,5,1/16/2015,5456,573,1,1,0,0
2,4,1/15/2015,5810,632,1,1,0,0
2,3,1/14/2015,6366,700,1,1,0,0
2,2,1/13/2015,6444,695,1,1,0,0
2,1,1/12/2015,7237,689,1,1,0,0
2,7,1/11/2015,0,0,0,0,0,0
2,6,1/10/2015,3024,346,1,0,0,0
2,5,1/9/2015,4762,524,1,1,0,0
2,4,1/8/2015,5246,567,1,1,0,0
2,3,1/7/2015,5945,670,1,1,0,0
2,2,1/6/2015,6696,727,1,1,0,0
2,1,1/5/2015,7308,755,1,1,0,0
2,7,1/4/2015,0,0,0,0,0,0
2,6,1/3/2015,3132,350,1,0,0,0
2,5,1/2/2015,4137,543,1,0,0,1
2,4,1/1/2015,0,0,0,0,0,1
2,3,12/31/2014,2269,252,1,0,0,1
2,2,12/30/2014,5513,632,1,0,0,1
2,1,12/29/2014,5999,662,1,0,0,1
2,7,12/28/2014,0,0,0,0,0,0
2,6,12/27/2014,3934,457,1,0,0,0
2,5,12/26/2014,0,0,0,0,c,1
2,4,12/25/2014,0,0,0,0,c,1
2,3,12/24/2014,2437,274,1,0,0,1
2,2,12/23/2014,7557,816,1,0,0,1
2,1,12/22/2014,9027,924,1,0,0,1
2,7,12/21/2014,0,0,0,0,0,0
2,6,12/20/2014,4553,495,1,0,0,0
2,5,12/19/2014,7574,718,1,1,0,0
2,4,12/18/2014,8117,777,1,1,0,0
